having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,High,,Yes,Some links,Reported,Phish
Yes,Short,Yes,,Yes,No,More than one,Long,Yes,Yes,Yes,No,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,,High,Low,Yes,Some links,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,One,Short,Yes,Yes,,,Medium,Medium,,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Reported,Phish
No,Short,No,Yes,No,No,More than one,Short,Yes,Yes,No,Yes,High,Medium,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,No,,Yes,More than one,Short,Yes,Yes,,Yes,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Medium,High,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,,Yes,No,None,Short,Yes,Yes,Yes,Yes,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,,Medium,,Yes,Some links,Reported,Phish
Yes,Short,,Yes,Yes,Yes,One,Short,Yes,Yes,Yes,,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,,Yes,Some links,Reported,Phish
Yes,Short,Yes,,Yes,Yes,More than one,Short,Yes,Yes,Yes,Yes,High,High,Empty,,Yes,No,Yes,Yes,Yes,Yes,Long,No,Low,High,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,More than one,Short,Yes,Yes,Yes,Yes,Medium,Medium,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Medium,Low,,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,Low,Yes,Some links,Reported,Phish
Yes,,,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Reported,Phish
No,Short,No,Yes,Yes,Yes,More than one,Short,Yes,Yes,No,Yes,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,No links,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,More than one,Short,Yes,Yes,Yes,Yes,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Long,,Yes,Yes,Yes,None,Short,Yes,Yes,Yes,Yes,Low,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,,Yes,No,None,Long,No,No,Yes,No,High,High,Empty,No,Yes,No,Yes,Yes,No,Yes,Long,No,High,High,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,High,Low,Empty,,Yes,No,Yes,Yes,Yes,Yes,,Yes,Medium,High,Yes,Some links,Reported,Phish
No,Long,No,Yes,No,No,None,Short,Yes,Yes,No,Yes,High,Low,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,High,High,Yes,No links,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,More than one,Short,Yes,Yes,Yes,Yes,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,,Low,No,Some links,Reported,Phish
No,Short,No,Yes,No,No,None,Short,Yes,Yes,No,Yes,High,Medium,Empty,No,No,Yes,Yes,Yes,Yes,Yes,Short,No,High,,Yes,No links,Not reported,Phish
Yes,Long,Yes,Yes,Yes,Yes,None,Short,Yes,Yes,Yes,Yes,High,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,,Yes,Yes,Yes,Yes,More than one,Short,Yes,Yes,,Yes,Medium,Medium,Empty,No,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Some links,Reported,Phish
No,Long,No,,No,Yes,More than one,Short,Yes,Yes,No,No,Medium,High,Some,Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,High,Low,Yes,Two links and above,Not reported,Phish
Yes,Short,,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,Medium,Empty,,Yes,No,Yes,Yes,Yes,Yes,Short,No,Medium,,Yes,Two links and above,Reported,Phish
Yes,Long,Yes,Yes,Yes,Yes,More than one,Long,No,No,Yes,No,Medium,,Some,No,Yes,No,No,No,No,No,Long,,High,High,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,High,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,,No,None,Long,Yes,Yes,,No,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,None,Long,Yes,Yes,Yes,No,High,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,No,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,,Low,Yes,Some links,Reported,Phish
No,Short,No,,No,No,More than one,Short,Yes,Yes,No,Yes,,Low,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
No,Short,No,,No,No,One,Long,Yes,Yes,No,No,High,Low,Empty,Yes,No,No,Yes,Yes,Yes,Yes,,No,High,,Yes,Two links and above,Not reported,Phish
Yes,,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,Medium,Low,No,Two links and above,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,,Medium,High,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Medium,,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,,Yes,Yes,More than one,Short,Yes,Yes,Yes,Yes,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Low,High,Yes,Some links,Reported,Phish
Yes,Long,Yes,No,Yes,No,None,Short,Yes,Yes,Yes,,Medium,High,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,,Yes,Yes,,No,More than one,Long,Yes,Yes,,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,No,Some links,Reported,Phish
Yes,,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,High,Some,,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,,,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,No,,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,,,Some links,Reported,Phish
No,Short,No,Yes,No,Yes,None,Short,Yes,Yes,No,Yes,Medium,Medium,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Short,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Long,Yes,Yes,Yes,Yes,More than one,Short,Yes,Yes,Yes,Yes,Medium,High,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Low,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,No,,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
No,Short,No,,No,No,None,Short,Yes,Yes,No,Yes,,Medium,Empty,,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,No,No,Yes,Yes,Medium,Low,Empty,No,Yes,No,No,Yes,No,No,Long,Yes,High,High,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,More than one,Short,Yes,Yes,Yes,Yes,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Low,High,Yes,Two links and above,Reported,Phish
Yes,Short,,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,Low,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Medium,,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,No,No,Yes,Yes,Medium,Medium,Empty,No,Yes,No,No,Yes,No,No,Long,No,High,Low,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,High,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,,No,More than one,Short,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,High,,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,No,Yes,Yes,Yes,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Short,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Medium,Low,Empty,,Yes,No,Yes,Yes,Yes,Yes,Long,No,,Low,Yes,Two links and above,Reported,Phish
Yes,,No,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,Medium,Empty,No,No,No,No,Yes,No,Yes,Short,Yes,High,Low,Yes,No links,Not reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,,High,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,,,Yes,Yes,None,Short,Yes,Yes,Yes,Yes,High,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,,Yes,No links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,No,Medium,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,No,Some links,Reported,Phish
Yes,Long,Yes,Yes,Yes,Yes,One,Short,Yes,Yes,Yes,Yes,Medium,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,,High,,No,No links,Reported,Phish
No,Short,No,Yes,No,Yes,None,Short,Yes,Yes,No,Yes,Medium,Medium,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,,No,More than one,Long,Yes,Yes,Yes,,Medium,Medium,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,,High,No,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,Low,Empty,,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,No,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Long,Yes,Yes,Yes,,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Low,Low,Yes,Two links and above,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,None,Short,No,Yes,Yes,Yes,Medium,High,Some,Yes,Yes,No,Yes,Yes,No,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
No,Short,No,Yes,No,Yes,None,Short,Yes,Yes,No,,Medium,Medium,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,None,Short,Yes,Yes,No,No,,Low,Empty,,No,No,Yes,Yes,Yes,Yes,Long,Yes,,Low,Yes,Some links,Not reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,No,No,Yes,Yes,Medium,High,Empty,No,Yes,No,No,No,No,No,Short,No,,Low,Yes,Two links and above,Not reported,Phish
Yes,Short,,No,Yes,No,None,Short,Yes,Yes,Yes,No,Medium,High,Empty,,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,None,Short,No,No,Yes,,High,Low,Empty,No,Yes,No,Yes,Yes,No,Yes,,No,,Low,Yes,Two links and above,Not reported,Phish
Yes,Long,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,High,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,,,High,High,Yes,Some links,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,None,Short,Yes,Yes,No,Yes,Medium,Medium,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Medium,Low,Yes,No links,Reported,Phish
Yes,,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,Medium,Empty,No,No,No,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,No links,Not reported,Phish
Yes,,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,No,High,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,,High,Low,,Some links,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,High,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,No,Yes,Yes,Yes,High,High,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Long,,High,Low,Yes,Two links and above,Reported,Phish
Yes,,Yes,Yes,Yes,Yes,None,Short,Yes,Yes,Yes,Yes,High,Low,Some,No,No,No,Yes,Yes,Yes,Yes,Long,No,High,Low,No,Two links and above,Not reported,Phish
Yes,Short,,Yes,Yes,No,One,Short,No,No,Yes,,High,High,Empty,,Yes,No,Yes,Yes,No,Yes,Short,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,,Medium,,Empty,No,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Low,,Yes,Some links,Reported,Phish
Yes,Long,Yes,Yes,Yes,Yes,None,Short,Yes,Yes,No,Yes,Medium,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,No,High,High,,No links,Reported,Phish
Yes,Long,,,Yes,No,None,Short,Yes,Yes,Yes,Yes,Medium,High,Some,,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,,Yes,No,None,Short,Yes,Yes,Yes,Yes,High,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,,No,One,Short,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,,Yes,None,Short,Yes,Yes,Yes,Yes,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,Medium,,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,No,Yes,Yes,Yes,Medium,Medium,Empty,,Yes,No,Yes,Yes,No,Yes,Long,Yes,Medium,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,,Yes,Medium,Medium,Empty,No,Yes,No,Yes,Yes,No,No,Long,Yes,High,High,No,Some links,Reported,Phish
Yes,Long,,Yes,Yes,No,More than one,Short,No,No,Yes,Yes,Medium,High,Some,No,Yes,No,No,No,No,No,Long,No,,Low,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,More than one,Short,Yes,Yes,Yes,Yes,,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Low,Low,Yes,Two links and above,Reported,Phish
No,,No,Yes,No,No,More than one,Short,Yes,Yes,No,No,Medium,Low,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,High,No,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,High,High,Empty,,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,Yes,Some links,Reported,Phish
No,Long,No,Yes,No,Yes,One,Short,Yes,Yes,No,Yes,High,High,Some,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,,High,Low,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,None,Short,No,Yes,Yes,Yes,Medium,High,Empty,,No,No,Yes,Yes,No,Yes,Long,No,High,Low,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,One,Short,No,Yes,No,Yes,High,Low,Empty,No,Yes,No,Yes,No,No,No,Short,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,,Yes,Yes,Yes,Yes,More than one,Short,No,Yes,Yes,,Medium,High,Empty,Yes,Yes,No,Yes,Yes,No,Yes,,No,,Low,Yes,Two links and above,Reported,Phish
Yes,,Yes,Yes,Yes,No,One,Long,Yes,Yes,,No,High,Medium,Empty,No,No,No,Yes,Yes,Yes,Yes,,Yes,High,Low,Yes,Some links,Not reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,No,No,Yes,Yes,Medium,Low,Empty,No,Yes,No,No,Yes,No,Yes,Short,No,High,High,Yes,Two links and above,Not reported,Phish
Yes,Long,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,Medium,High,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Low,High,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,No,No,Yes,Yes,Medium,Low,Empty,No,Yes,No,Yes,Yes,No,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
No,Short,No,Yes,No,No,None,Short,Yes,Yes,No,Yes,Medium,Medium,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,Low,,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,Medium,High,Empty,No,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,No links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,No,Yes,Yes,Yes,Medium,High,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Long,No,Medium,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,,High,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Medium,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,No,,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,,Yes,Yes,Yes,One,Long,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Low,High,Yes,Two links and above,Reported,Phish
Yes,Short,No,Yes,Yes,Yes,None,Long,Yes,Yes,Yes,No,High,Medium,Empty,No,No,No,Yes,Yes,Yes,Yes,Long,No,Medium,Low,Yes,Some links,Not reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,,Yes,,Medium,Empty,,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,,Yes,Some links,Reported,Phish
Yes,Short,Yes,,Yes,No,None,Short,Yes,Yes,Yes,No,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,,Yes,Yes,No,One,Long,Yes,Yes,Yes,,Medium,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,No,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Low,High,Yes,Some links,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,,,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,No,Yes,No,Yes,High,Low,Empty,,Yes,No,No,Yes,No,Yes,Long,No,High,Low,Yes,No links,Reported,Phish
Yes,Long,Yes,No,Yes,No,None,Short,Yes,Yes,Yes,Yes,Medium,High,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,No,Yes,Yes,Yes,High,Medium,Empty,,Yes,No,Yes,Yes,No,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,More than one,Short,No,No,Yes,Yes,High,Low,Some,No,Yes,No,Yes,Yes,No,Yes,Long,No,High,Low,Yes,Two links and above,Not reported,Phish
No,Short,No,Yes,No,Yes,More than one,Long,Yes,Yes,No,No,Medium,Medium,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Long,No,,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,More than one,Long,Yes,Yes,Yes,No,,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,,Low,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,,High,Low,,Some links,Reported,Phish
No,Short,,,No,No,More than one,Long,Yes,Yes,No,No,Medium,Medium,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,Low,No,Two links and above,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,None,Short,No,No,Yes,Yes,Medium,Low,,No,Yes,No,Yes,Yes,No,Yes,Short,Yes,High,Low,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,No,No,Yes,,Medium,High,Empty,No,Yes,No,No,Yes,No,No,Long,Yes,Medium,Low,Yes,Two links and above,Not reported,Phish
No,Long,No,Yes,No,No,One,Long,No,Yes,No,No,High,High,Some,Yes,No,Yes,Yes,Yes,No,Yes,,No,,High,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,No,Yes,,Yes,Medium,Low,,Yes,Yes,No,No,Yes,No,Yes,Long,No,High,High,Yes,Some links,Reported,Phish
Yes,Long,Yes,No,Yes,No,More than one,Short,Yes,Yes,,Yes,Medium,High,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,No links,Reported,Phish
No,Short,No,Yes,No,Yes,More than one,Short,Yes,Yes,No,Yes,Medium,Low,,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
No,Short,No,Yes,No,Yes,None,Short,Yes,Yes,No,Yes,High,,Empty,,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Low,High,Yes,Two links and above,Reported,Phish
Yes,Short,,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,,High,High,,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,One,Long,Yes,Yes,Yes,No,Medium,Medium,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,Low,No,Two links and above,Reported,Phish
